InfraredT,H,RollAngle,PitchingAngle,HeadingAngle,GPS,LowSpeed,A_10,A_10_2,A_30,A_30_2,A_30_10,A_30_MAX,A_80,A_80_2,A_80_10,A_100,A_100_2,A_100_10,A_1_2_T,A_30_T,A_80_T,A_100_T,A_10_T,A_1_5_H,A_30_H,A_80_H,A_100_H
25.6,600.03,0.80787,-1.575634,-54.602878,-59.020382,21.093,2.5,2.3,2.7,2.7,3,3.6,3.7,3.9,4.1,4,4.1,4.3,24.1,24.1,23.7,23.5,24.1,88,86,86,97
24.9,600.03,0.80787,-1.575634,-54.602878,-59.020382,21.093,2.4,2.4,3.1,2.8,2.9,3.6,3.8,3.9,4.1,4.5,4.3,4.3,24.1,24.1,23.6,23.5,24.1,88,86,86,97
24.7,599.79,0.509932,-0.95111,-53.187672,-57.341616,20.889,1.9,2.2,3.1,2.8,2.9,3.6,4,3.7,4,4.3,4.3,4.3,24.1,24.1,23.6,23.5,24.1,88,86,87,97
25.6,599.79,0.509932,-0.95111,-53.187672,-57.341616,20.889,2.5,2.4,2.9,2.8,2.9,3.6,4.3,3.8,4,4.5,4.3,4.3,24.1,24.1,23.6,23.4,24.1,88,86,87,97
24.9,599.79,0.509932,-0.95111,-53.187672,-57.341616,20.889,2.5,2.5,2.8,2.8,2.9,3.6,3.5,3.7,3.9,3.8,4,4.2,24.1,24.1,23.6,23.5,24.1,88,86,87,97
24.7,599.83,1.380828,-1.2204,-55.147188,-58.567746,20.531,2.2,2.3,2.7,2.7,2.8,3.6,4,3.7,3.9,4.5,4.1,4.2,24.1,24.1,23.6,23.5,24.1,88,86,87,97
25.6,599.83,1.380828,-1.2204,-55.147188,-58.567746,20.531,2.4,2.3,3.3,2.9,2.8,3.6,4.3,4.1,3.9,4.6,4.4,4.3,24.1,24.1,23.4,23.3,24.1,88,86,87,96
24.8,599.83,1.380828,-1.2204,-55.147188,-58.567746,20.531,2.4,2.3,3.1,3,2.9,3.6,4.1,4,3.9,4,4.1,4.2,24.1,24,23.5,23.4,24.1,88,86,86,96
24.6,599.74,1.793358,-1.117268,-54.213267,-58.178135,20.356,2,2.4,3.1,3.2,2.9,3.6,4.1,4,4,4.4,4.2,4.2,24.1,24,23.6,23.5,24.1,88,86,87,97
25.7,599.74,1.793358,-1.117268,-54.213267,-58.178135,20.356,2.1,2.1,2.7,3,2.9,3.6,4.2,4.1,4,4.5,4.4,4.3,24.1,24,23.5,23.3,24.1,88,86,87,96
24.8,600.02,0.297938,-1.63293,-53.726252,-57.708309,20.424,2.2,2.1,3.6,3.1,3,3.6,4.4,4.2,4,4.3,4.3,4.3,24.1,24,23.5,23.5,24.1,88,86,86,96
24.6,600.02,0.297938,-1.63293,-53.726252,-57.708309,20.424,3.1,2.6,3.2,3.3,3,3.6,4,4.1,4.1,4,4.2,4.3,24.1,24,23.5,23.4,24.1,88,86,86,96
25.6,600.02,0.297938,-1.63293,-53.726252,-57.708309,20.424,2.3,2.5,2.6,3,3,3.6,4,4.2,4.1,4.4,4.3,4.3,24.1,24,23.5,23.5,24.1,88,86,86,96
24.9,600,0.658901,-1.008406,-55.977977,-60.962709,20.569,2.8,2.6,2.7,3,3,3.6,3.9,4,4,4.5,4.3,4.3,24.1,24,23.6,23.5,24.1,88,86,87,97
24.6,600,0.658901,-1.008406,-55.977977,-60.962709,20.569,2,2.3,3.2,3,3,3.6,4.1,4.1,4.1,4.4,4.4,4.3,24.1,24,23.5,23.5,24.1,88,86,87,97
25.6,600,0.658901,-1.008406,-55.977977,-60.962709,20.569,2.7,2.3,2.5,2.8,2.9,3.6,4,3.9,4,4,4,4.2,24.1,24,23.6,23.5,24.1,88,86,87,97
24.9,600,0.658901,-1.008406,-55.977977,-60.962709,20.569,2.7,2.3,3.4,3,3,3,3.9,3.8,4,4,4,4.2,24.1,24,23.6,23.5,24.1,88,87,87,98
24.6,599.96,0.080214,-1.695955,-54.127323,-58.957357,20.481,2,2.2,2.5,2.8,2.9,3,4.2,3.8,3.9,4.1,4,4.1,24.1,24,23.6,23.5,24.1,88,87,87,99
25.6,599.96,0.080214,-1.695955,-54.127323,-58.957357,20.481,2.7,2.6,3.4,3.1,3,3,4.2,4.1,4,4.2,4.1,4.1,24.1,24,23.5,23.4,24,88,87,88,99
24.9,599.95,1.36364,-1.134456,-54.631526,-58.579205,20.504,2.9,2.8,3.3,3.3,3,3,4.3,4.2,4,4.5,4.3,4.2,24.1,24,23.4,23.3,24,88,87,88,99
24.6,599.95,1.36364,-1.134456,-54.631526,-58.579205,20.504,3.2,2.9,2.7,2.8,3,3,3.1,3.9,4,4.7,4.4,4.2,24.1,23.9,23.4,23.3,24,88,87,88,99
25.6,599.95,1.36364,-1.134456,-54.631526,-58.579205,20.504,2,2.7,3.3,3.2,3,3,4.2,4,4,4.5,4.5,4.3,24.1,23.9,23.3,23.2,24,88,87,88,99
24.9,600.09,1.409476,-2.429341,-54.155971,-58.533368,20.545,2.7,2.5,2.8,3,3,3,4.1,4,4,4.6,4.5,4.3,24.1,23.9,23.4,23.2,24,88,87,88,98
24.6,600.09,1.409476,-2.429341,-54.155971,-58.533368,20.545,2,2.4,3,3,3,3,3.6,3.8,4,3.8,4.2,4.3,24,23.9,23.4,23.3,24,88,87,88,99
24.9,600.09,1.409476,-2.429341,-54.155971,-58.533368,20.545,2.2,2.3,3,2.9,3,3,4.3,4,4,4.7,4.4,4.3,24,24,23.4,23.3,24,88,87,88,99
24.6,599.95,2.601228,-2.097026,-55.605554,-59.673554,20.7,2.8,2.4,3.5,3.1,3,3,4.1,4.1,4,4.2,4.5,4.4,24,24,23.4,23.3,24,88,87,88,99
25.7,599.95,2.601228,-2.097026,-55.605554,-59.673554,20.7,2.8,2.4,2.7,3.1,3.1,3.1,4.1,3.9,4,4.3,4.4,4.4,24,24,23.5,23.3,24,88,87,88,99
24.9,599.95,-1.409476,-2.034,-53.846574,-57.616636,20.297,2.4,2.4,3,3,3,3.1,3.2,3.8,3.9,3.9,4.4,4.4,24,24,23.4,23.3,24,88,87,88,99
24.6,599.95,-1.409476,-2.034,-53.846574,-57.616636,20.297,1.7,2.3,2.5,2.8,3,3.1,4.3,4,4,4.7,4.4,4.4,24,24,23.4,23.3,24,88,87,88,99
25.7,599.95,-1.409476,-2.034,-53.846574,-57.616636,20.297,2.4,2.5,3.6,3,3,3.1,4.1,4.2,4,4.5,4.6,4.4,24,24,23.4,23.2,24,88,87,88,99
24.9,599.92,0.464096,-1.713144,-55.267509,-58.447425,20.844,2.7,2.5,3.5,3.5,3.1,3.1,4.6,4.3,4.1,4.7,4.6,4.5,24,23.9,23.3,23.2,24,88,87,88,99
24.9,599.92,0.464096,-1.713144,-55.267509,-58.447425,20.844,2.8,2.9,2.8,3.1,3.1,3.1,3.8,4,4,4.6,4.5,4.5,24,23.9,23.4,23.3,24,88,87,88,99
24.6,600.32,0.011459,-2.016811,-55.462315,-59.558963,20.79,2.8,2.8,4,3.4,3.1,3.1,4.6,4.2,4.1,5.1,4.9,4.6,24,23.9,23.3,23,24,88,87,88,98
25.7,600.32,0.011459,-2.016811,-55.462315,-59.558963,20.79,2.3,2.5,3.2,3.2,3.1,3.2,4.6,4.3,4.1,4.6,5,4.7,24,23.9,23.3,23.2,24,88,87,87,97
24.9,600.32,0.011459,-2.016811,-55.462315,-59.558963,20.79,3.5,2.8,2.6,3.2,3.2,3.2,4.7,4.5,4.2,5.1,5,4.7,24,23.9,23.3,23.2,24,88,87,87,97
24.9,600.32,0.011459,-2.016811,-55.462315,-59.558963,20.79,2.8,2.7,3.2,3.4,3.2,3.2,4.9,4.7,4.3,5.3,5.1,4.8,24,23.9,23.3,23.2,24,88,87,87,97
24.6,600.02,1.49542,-2.142862,116.018224,119.74245,26.688,2.8,3,2.7,3.1,3.2,3.2,4.6,4.7,4.4,5.1,5.1,4.8,24,23.9,23.4,23.3,24,88,87,86,96
25.7,600.02,1.49542,-2.142862,116.018224,119.74245,26.688,2.8,2.8,3.6,3.3,3.2,3.2,5,4.8,4.4,5.6,5.3,4.9,24,23.9,23.3,23.2,24,88,87,86,96
24.9,600.14,1.810547,-1.443854,119.410134,121.266517,26.906,1.9,2.6,3.2,3.4,3.2,3.2,3.7,4.6,4.5,4.5,5.1,5,24,23.9,23.4,23.3,24,88,86,86,95
24.9,600.14,1.810547,-1.443854,119.410134,121.266517,26.906,3.2,2.7,2.9,3.4,3.3,3.3,4.9,4.6,4.5,5.4,5,4.9,24,23.9,23.4,23.3,24,88,86,86,96
24.6,600.14,1.810547,-1.443854,119.410134,121.266517,26.906,2.5,2.7,3.6,3.3,3.3,3.3,5.1,4.9,4.6,5.5,5.2,5,24,23.9,23.3,23.2,24,87,86,86,95
25.7,600.05,1.008406,-1.271966,119.593481,120.813881,26.878,3.3,2.7,3.1,3.2,3.2,3.3,4.7,5,4.7,5.2,5.4,5.1,24,23.9,23.4,23.3,24,87,86,85,93
24.9,600.05,1.008406,-1.271966,119.593481,120.813881,26.878,3.2,3,3.9,3.4,3.3,3.3,4.4,4.5,4.6,4.8,5.1,5.1,24,23.9,23.5,23.5,24,87,86,85,93
24.9,600.05,1.008406,-1.271966,119.593481,120.813881,26.878,2.8,2.8,3.9,3.6,3.4,3.4,5,4.8,4.7,5.4,5.3,5.1,24,23.9,23.4,23.4,24,87,86,85,92
24.7,599.97,0.790682,-1.707414,121.163385,121.936878,26.87,3.5,3,3.9,3.7,3.4,3.4,4.9,4.9,4.7,5.7,5.4,5.2,24,23.9,23.4,23.5,24,87,85,84,92
25.7,599.97,0.790682,-1.707414,121.163385,121.936878,26.87,3.4,3.3,3.6,4,3.6,3.6,5.4,5.1,4.8,5.8,5.7,5.3,24,23.9,23.5,23.5,24,87,85,84,92
24.9,599.97,0.790682,-1.707414,121.163385,121.936878,26.87,3.3,3.3,4.4,3.7,3.6,3.6,5.4,5.3,4.9,5.9,5.7,5.4,24,24,23.6,23.5,24,87,85,83,91
24.9,599.81,1.455313,-1.346451,121.220681,121.512889,26.427,3.9,3.6,4.9,4.2,3.7,3.7,5.4,5.4,5,6,5.9,5.5,24,23.9,23.5,23.5,24,87,85,83,89
24.7,599.81,1.455313,-1.346451,121.220681,121.512889,26.427,4.3,4,4.4,4.4,3.9,3.9,5.6,5.5,5.1,6,5.9,5.6,24,23.9,23.6,23.5,24,86,84,83,89
25.7,599.81,1.455313,-1.346451,121.220681,121.512889,26.427,3.1,3.6,3.3,4.1,3.9,3.9,5.2,5.5,5.2,5.9,5.9,5.6,24,24,23.6,23.6,24.1,86,84,82,89
24.9,600.06,1.019865,-1.163104,121.616022,121.386838,26.765,3.7,3.6,4.1,4.2,4,4,5.3,5.4,5.2,5.8,5.8,5.7,24,24,23.6,23.6,24.1,86,84,82,89
24.9,600.06,1.019865,-1.163104,121.616022,121.386838,26.765,3.5,3.5,4.5,4.3,4,4,5.4,5.5,5.3,5.7,5.8,5.7,24,24,23.6,23.6,24.1,86,84,82,88
24.6,600.06,1.019865,-1.163104,121.616022,121.386838,26.765,4,3.6,4.7,4.4,4.1,4.1,5.5,5.4,5.3,6.1,5.8,5.7,24,24,23.7,23.7,24.1,86,84,81,89
25.7,600.11,1.816276,-1.524068,121.587374,121.134737,26.941,3.9,3.7,4.4,4.4,4.2,4.2,5.7,5.6,5.4,6.2,6,5.8,24,24,23.7,23.7,24.1,86,83,81,89
24.9,600.11,1.816276,-1.524068,121.587374,121.134737,26.941,3.7,3.8,3.5,4.3,4.2,4.2,5.5,5.5,5.4,5.6,5.9,5.8,24,24,23.7,23.7,24.1,86,83,81,89
24.9,600.11,1.816276,-1.524068,121.587374,121.134737,26.941,3.1,3.3,3.7,3.8,4.1,4.2,5.3,5.4,5.4,6,6,5.8,24,24.1,23.7,23.6,24.1,86,83,82,89
25.7,600.05,3.208564,-0.784952,120.716478,120.384162,26.941,3.3,3.3,3.5,3.9,4,4.2,4.7,5.3,5.4,5.7,6,5.9,24,24.1,23.6,23.7,24.1,86,83,82,89
24.6,600.05,3.208564,-0.784952,120.716478,120.384162,26.941,3.4,3.3,2.9,3.5,3.9,4.2,5.6,5.4,5.4,6.2,6.1,5.9,24,24.1,23.6,23.7,24.1,86,83,82,89
25.7,600.05,3.208564,-0.784952,120.716478,120.384162,26.941,3,3.4,3.3,3.5,3.9,4.2,5.7,5.4,5.4,6.4,6.1,5.9,24,24.1,23.6,23.6,24.1,86,83,82,90
24.9,599.84,2.463719,-1.174563,122.44681,121.9025,26.977,3.5,3.2,4.3,3.7,3.8,4.2,4.6,5.4,5.4,6.3,6.2,6,24,24.1,23.6,23.6,24.1,86,83,82,87
24.9,599.84,2.463719,-1.174563,122.44681,121.9025,26.977,3.2,3.1,4.1,3.9,3.9,4.2,5.5,5.4,5.4,6,6.1,6,24,24.1,23.6,23.7,24.1,86,84,82,88
24.9,599.84,2.463719,-1.174563,122.44681,121.9025,26.977,3,3,3.4,3.9,3.9,4.2,4.9,5.2,5.3,5.8,6,6,24,24.1,23.7,23.7,24.1,86,84,82,87
24.6,599.84,2.463719,-1.174563,122.44681,121.9025,26.977,3.8,3.2,4,4,3.9,4.2,5.1,5.1,5.3,5.6,5.8,5.9,24,24,23.7,23.8,24.1,86,84,82,86
25.6,599.99,0.217724,-1.598552,122.824963,122.441081,26.653,2.3,2.9,3.6,3.8,3.9,4.2,4.8,5,5.2,5.7,5.6,5.9,24.1,24.1,23.7,23.8,24.1,86,83,82,88
25.7,599.99,0.217724,-1.598552,122.824963,122.441081,26.653,2.8,2.9,3.7,3.4,3.7,4.2,5.2,4.8,5.1,5.7,5.4,5.8,24.1,24.1,23.7,23.7,24.1,85,84,83,89
24.9,599.99,0.217724,-1.598552,122.824963,122.441081,26.653,2.8,3.1,3.3,3.3,3.6,4.2,4.8,4.8,5.1,5.8,5.6,5.7,24.1,24.1,23.6,23.7,24.1,86,84,82,88
24.9,599.97,1.546986,-1.822006,123.088523,122.704641,26.181,2.9,2.9,3.2,3.3,3.6,4.2,5,4.7,5,5.3,5.5,5.7,24.1,24.1,23.7,23.7,24.1,86,84,83,90
24.9,599.97,1.546986,-1.822006,123.088523,122.704641,26.181,3.6,3.4,4,4,3.7,4.2,4.7,4.8,5,5.7,5.6,5.7,24.1,24.1,23.7,23.7,24.1,86,84,83,90
25.7,599.97,1.546986,-1.822006,123.088523,122.704641,26.181,2.9,3.3,3.9,4,3.8,4.2,4.9,4.9,5,5.4,5.6,5.7,24.1,24.1,23.7,23.7,24.1,85,84,83,90
24.6,600.02,-0.263561,-2.320479,121.117548,121.22641,26.433,2.8,3.3,3.8,3.9,3.8,4.2,5.2,5.1,5,5.6,5.6,5.7,24.1,24.1,23.6,23.7,24.2,85,84,83,89
25.6,600.02,-0.263561,-2.320479,121.117548,121.22641,26.433,3.5,3.4,4.7,4.2,3.9,4.2,5.3,5.1,5,5.6,5.6,5.6,24.1,24.1,23.6,23.6,24.2,86,84,83,89
24.9,600.02,-0.263561,-2.320479,121.117548,121.22641,26.433,3,3.4,2.9,3.9,3.9,4.2,5.1,5.1,5,5.5,5.5,5.6,24.1,24.1,23.6,23.6,24.1,86,83,82,89
24.9,600.26,-2.480907,-1.695955,119.937255,121.054523,26.243,2.8,2.9,3.4,3.7,3.8,4.2,4.7,4.8,5,5.1,5.4,5.6,24.1,24.1,23.7,23.8,24.2,85,83,82,89
24.9,600.26,-2.480907,-1.695955,119.937255,121.054523,26.243,3.5,3.1,3.8,3.8,3.8,4.2,4.9,4.8,4.9,5.4,5.4,5.5,24.1,24.1,23.7,23.6,24.2,86,84,83,90
24.7,600.26,-2.480907,-1.695955,119.937255,121.054523,26.243,4,3.4,3.7,4,3.9,4.2,4.5,4.8,4.9,5.5,5.5,5.5,24.1,24.1,23.7,23.6,24.1,85,83,83,89
25.6,599.94,1.031324,-1.203211,119.215328,120.985768,26.151,3.2,3.1,2.5,3.4,3.8,4.2,5,4.6,4.8,5.5,5.5,5.5,24.1,24.1,23.7,23.7,24.2,85,83,83,89
24.9,599.94,1.031324,-1.203211,119.215328,120.985768,26.151,3.9,3.3,4.8,3.8,3.8,3.8,5.2,5,4.9,5.8,5.5,5.5,24.1,24.1,23.6,23.6,24.2,85,83,83,88
25.7,599.94,1.031324,-1.203211,119.215328,120.985768,26.151,2.9,3.3,3.2,3.4,3.7,3.8,4.5,4.9,4.9,5.3,5.5,5.5,24.1,24.1,23.7,23.8,24.2,85,83,82,88
24.9,599.94,2.899166,-1.243318,119.364297,121.249329,25.835,3.1,3.2,3.5,3.7,3.7,3.8,5.1,4.8,4.9,5.4,5.3,5.4,24.1,24.1,23.7,23.8,24.2,85,83,83,90
24.9,599.94,2.899166,-1.243318,119.364297,121.249329,25.835,3.5,3.2,4.2,4.1,3.8,3.8,4.8,4.8,4.9,5.3,5.4,5.4,24.1,24.1,23.7,23.8,24.2,85,83,82,89
24.6,599.83,0.527121,-1.850654,-52.13343,-57.805712,21.286,3,3.2,4.2,3.8,3.8,3.8,5.2,5.1,4.9,5.5,5.5,5.5,24.1,24.1,23.6,23.6,24.2,85,83,82,87
25,599.83,0.527121,-1.850654,-52.13343,-57.805712,21.286,3.1,3.4,4.1,3.6,3.7,3.8,5.2,5.2,5,5.6,5.6,5.5,24.1,24.1,23.7,23.7,24.2,85,83,81,86
25.7,599.83,0.527121,-1.850654,-52.13343,-57.805712,21.286,3.8,3.4,4.3,3.7,3.7,3.8,5.2,5,5,5.6,5.6,5.5,24.1,24.1,23.7,23.8,24.2,85,83,82,85
25.6,599.83,0.527121,-1.850654,-52.13343,-57.805712,21.286,4.4,3.5,4,4,3.8,3.8,5.1,5.1,5,5.5,5.6,5.5,24.1,24.1,23.7,23.9,24.2,85,83,81,86
24.9,599.77,-2.755927,-1.478231,-51.932895,-57.055137,21.154,3.6,3.9,3.3,4,3.9,3.9,5.1,5.2,5,5.3,5.6,5.5,24.1,24.1,23.8,23.9,24.2,85,83,81,86
24.9,599.77,-2.755927,-1.478231,-51.932895,-57.055137,21.154,3,3.4,4.3,4,3.9,3.9,5.3,5.1,5,5.8,5.7,5.6,24.1,24.1,23.8,23.9,24.2,85,83,82,87
24.6,600,0.555769,-1.48969,-51.084917,-56.252996,20.898,3.3,3.5,3.7,4.3,4,4,5.3,5.2,5.1,5.8,5.7,5.6,24.1,24.1,23.8,23.9,24.2,85,83,82,87
24.6,600,0.555769,-1.48969,-51.084917,-56.252996,20.898,2.4,3.2,3.7,3.9,3.9,4,5.2,5.2,5.1,5.2,5.6,5.6,24.1,24.1,23.7,23.9,24.2,85,83,82,87
25.7,600,0.555769,-1.48969,-51.084917,-56.252996,20.898,4,3.4,4,4.2,4,4,5.1,5.2,5.1,5.7,5.6,5.6,24.1,24.1,23.7,23.8,24.2,85,83,82,89
25.6,600,0.555769,-1.48969,-51.084917,-56.252996,20.898,3.3,3.3,3.7,4,4,4,5.3,5.2,5.1,5.7,5.7,5.6,24.1,24.1,23.7,23.8,24.2,85,83,82,87
25,600.1,-0.595876,-1.793358,-54.385154,-59.020382,21.024,2.5,3.2,4.2,4,4,4,5,5,5.1,5.3,5.4,5.6,24.1,24.1,23.7,23.9,24.2,85,83,82,88
24.9,600.1,-0.595876,-1.793358,-54.385154,-59.020382,21.024,3.8,3.4,3,3.9,4,4,5,5,5.1,5.5,5.4,5.6,24.1,24.1,23.7,23.8,24.2,85,83,82,89
24.9,599.78,0.739116,-1.799087,-54.499745,-59.232377,21.061,2.6,3,3.5,3.8,3.9,4,4.8,5,5.1,5.5,5.5,5.6,24.1,24.1,23.7,23.8,24.2,85,83,82,88
25.7,599.78,0.739116,-1.799087,-54.499745,-59.232377,21.061,3,2.9,3.6,3.7,3.9,4,5.3,5.1,5.1,5.5,5.5,5.6,24.1,24.1,23.7,23.8,24.2,85,83,82,89
24.6,599.78,0.739116,-1.799087,-54.499745,-59.232377,21.061,3.2,3,4.1,4,3.9,4,4.6,5,5.1,5.5,5.6,5.6,24.1,24.1,23.7,23.8,24.2,85,83,82,88
24.6,599.88,0.865166,-1.140186,-55.141458,-60.160568,20.884,3.6,3.3,4.6,4,3.9,4,5,4.9,5,5.1,5.4,5.5,24.1,24.1,23.7,23.8,24.2,85,83,82,89
25.6,599.88,0.865166,-1.140186,-55.141458,-60.160568,20.884,3.3,3.4,3.8,3.9,3.9,4,4.6,4.7,4.9,5.7,5.4,5.5,24.1,24.1,23.7,23.7,24.2,84,82,82,90
25,600.08,0.326586,-1.059972,-53.840844,-58.269808,20.545,2.3,2.9,2.6,3.3,3.8,4,4.6,4.7,4.9,5.4,5.6,5.5,24.1,24.2,23.7,23.7,24.2,84,82,82,89
24.9,600.08,0.326586,-1.059972,-53.840844,-58.269808,20.545,2.5,2.4,2.5,3.1,3.6,4,4.9,4.7,4.9,5.6,5.6,5.6,24.1,24.2,23.7,23.7,24.2,84,82,82,88
24.9,600.08,0.326586,-1.059972,-53.840844,-58.269808,20.545,2.3,2.1,2.9,3,3.5,4,4.6,4.8,4.9,5.3,5.4,5.5,24.1,24.1,23.7,23.8,24.2,85,83,81,88
24.7,600.08,0.326586,-1.059972,-53.840844,-58.269808,20.545,2.1,1.9,2.4,2.7,3.3,4,4.7,4.7,4.8,5.3,5.4,5.5,24.1,24.1,23.7,23.8,24.2,85,83,81,88
24.6,599.95,0.54431,-1.323533,-56.052461,-60.063166,20.809,2.2,2.3,2.5,2.8,3.2,4,4.9,4.7,4.8,5.2,5.3,5.5,24.1,24.1,23.7,23.8,24.1,85,83,81,87
25.6,599.95,0.54431,-1.323533,-56.052461,-60.063166,20.809,2.1,2.2,2.3,2.6,3.1,4,4.5,4.6,4.7,5.1,5.1,5.4,24.1,24.1,23.8,23.9,24.1,85,83,81,87
25.7,599.95,0.54431,-1.323533,-56.052461,-60.063166,20.809,2.4,2.3,2.7,2.6,3,4,4.5,4.5,4.7,5,5,5.3,24.1,24.1,23.8,23.9,24.2,85,82,81,87
25,599.9,1.266237,-0.744845,-52.987137,-57.398912,20.785,1.8,2.1,3.1,2.8,3,4,4.6,4.5,4.7,5.1,4.9,5.2,24.1,24.1,23.8,23.8,24.1,84,83,81,88
24.9,599.9,1.266237,-0.744845,-52.987137,-57.398912,20.785,2,2,2.8,2.7,2.9,4,4.4,4.4,4.6,5,4.9,5.2,24.1,24.1,23.8,23.8,24.1,84,83,81,88
24.9,599.9,1.266237,-0.744845,-52.987137,-57.398912,20.785,1.8,1.9,2,2.6,2.9,4,4.5,4.4,4.6,4.6,4.8,5.1,24.1,24.1,23.8,23.8,24.1,85,83,81,88
25.7,599.91,-0.097403,-0.509932,-55.152917,-59.255295,20.712,1.7,1.7,2.4,2.4,2.7,4,4.2,4.2,4.5,4.5,4.6,5,24.1,24.1,23.8,23.8,24.1,85,83,81,90
